model1,model2,graph_distance
PowerInfer/SmallThinker-3B-Preview,dphn/Dolphin3.0-Llama3.1-8B,
PowerInfer/SmallThinker-3B-Preview,google/gemma-2-2b,
PowerInfer/SmallThinker-3B-Preview,google/gemma-2-2b-it,
PowerInfer/SmallThinker-3B-Preview,google/gemma-2-2b-jpn-it,
PowerInfer/SmallThinker-3B-Preview,inference-net/Schematron-3B,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Llama-3.1-8B,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Llama-3.1-8B-Instruct,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Llama-3.2-1B,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Llama-3.2-1B-Instruct,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Llama-3.2-3B,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Llama-3.2-3B-Instruct,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Llama-Guard-3-8B,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Meta-Llama-3-8B,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Meta-Llama-3-8B-Instruct,
PowerInfer/SmallThinker-3B-Preview,meta-llama/Meta-Llama-3.2-3B,
PowerInfer/SmallThinker-3B-Preview,microsoft/Phi-3.5-mini-instruct,
PowerInfer/SmallThinker-3B-Preview,microsoft/UserLM-8b,
PowerInfer/SmallThinker-3B-Preview,mistralai/Mistral-7B-Instruct-v0.2,
PowerInfer/SmallThinker-3B-Preview,mistralai/Mistral-7B-Instruct-v0.3,
PowerInfer/SmallThinker-3B-Preview,mistralai/Mistral-7B-v0.1,
PowerInfer/SmallThinker-3B-Preview,mistralai/Mistral-7B-v0.3,
PowerInfer/SmallThinker-3B-Preview,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
PowerInfer/SmallThinker-3B-Preview,nvidia/DLER-R1-1.5B-Research,
PowerInfer/SmallThinker-3B-Preview,nvidia/Llama-3.1-8B-Instruct-FP8,
PowerInfer/SmallThinker-3B-Preview,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
PowerInfer/SmallThinker-3B-Preview,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,14.0
PowerInfer/SmallThinker-3B-Preview,nvidia/OpenCodeReasoning-Nemotron-7B,14.0
PowerInfer/SmallThinker-3B-Preview,nvidia/OpenMath-Nemotron-1.5B,14.0
PowerInfer/SmallThinker-3B-Preview,nvidia/OpenMath2-Llama3.1-8B,
PowerInfer/SmallThinker-3B-Preview,nvidia/OpenReasoning-Nemotron-1.5B,13.0
PowerInfer/SmallThinker-3B-Preview,tiiuae/Falcon3-1B-Base,
PowerInfer/SmallThinker-3B-Preview,tiiuae/Falcon3-1B-Instruct,
PowerInfer/SmallThinker-3B-Preview,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
PowerInfer/SmallThinker-3B-Preview,unsloth/Llama-3.1-8B,
PowerInfer/SmallThinker-3B-Preview,unsloth/Llama-3.2-1B,
PowerInfer/SmallThinker-3B-Preview,unsloth/Llama-3.2-1B-Instruct,
PowerInfer/SmallThinker-3B-Preview,unsloth/Llama-3.2-3B-Instruct,
PowerInfer/SmallThinker-3B-Preview,unsloth/Meta-Llama-3.1-8B-Instruct,
PowerInfer/SmallThinker-3B-Preview,unsloth/Phi-3.5-mini-instruct,
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-0.5B,14.0
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-0.5B-Instruct,13.0
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-1.5B,13.0
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-1.5B-Instruct,14.0
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-Math-1.5B,14.0
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-Math-7B-Instruct,15.0
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen3-1.7B-Base,14.0
Qwen/Qwen2-7B,Qwen/Qwen2-7B-Instruct,1.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-0.5B,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-0.5B-Instruct,10.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-1.5B,10.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-1.5B-Instruct,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-3B,10.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-3B-Instruct,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-7B,10.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-7B-Instruct,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-7B-Instruct-1M,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-0.5B,10.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-0.5B-Instruct,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-1.5B,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-1.5B-Instruct,12.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-3B,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-3B-Instruct,12.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-7B,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Math-1.5B,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Math-1.5B-Instruct,12.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Math-7B,11.0
Qwen/Qwen2-7B,Qwen/Qwen2.5-Math-7B-Instruct,12.0
Qwen/Qwen2-7B,Qwen/Qwen3-1.7B,10.0
Qwen/Qwen2-7B,Qwen/Qwen3-1.7B-Base,11.0
Qwen/Qwen2-7B,Qwen/Qwen3-4B,
Qwen/Qwen2-7B,Qwen/Qwen3-4B-Base,
Qwen/Qwen2-7B,SakanaAI/TinySwallow-1.5B,12.0
Qwen/Qwen2-7B,Writer/palmyra-mini,11.0
Qwen/Qwen2-7B,acon96/Home-Llama-3.2-3B,
Qwen/Qwen2-7B,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen2-7B,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen2-7B,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen2-7B,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen2-7B,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen2-7B,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen2-7B,arcee-ai/Meraj-Mini,12.0
Qwen/Qwen2-7B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen2-7B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,12.0
Qwen/Qwen2-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2-7B,dnotitia/Smoothie-Qwen3-1.7B,11.0
Qwen/Qwen2-7B,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen2-7B,google/gemma-2-2b,
Qwen/Qwen2-7B,google/gemma-2-2b-it,
Qwen/Qwen2-7B,google/gemma-2-2b-jpn-it,
Qwen/Qwen2-7B,inference-net/Schematron-3B,
Qwen/Qwen2-7B,meta-llama/Llama-3.1-8B,
Qwen/Qwen2-7B,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen2-7B,meta-llama/Llama-3.2-1B,
Qwen/Qwen2-7B,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen2-7B,meta-llama/Llama-3.2-3B,
Qwen/Qwen2-7B,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen2-7B,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen2-7B,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen2-7B,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen2-7B,meta-llama/Meta-Llama-3.2-3B,
Qwen/Qwen2-7B,microsoft/Phi-3.5-mini-instruct,
Qwen/Qwen2-7B,microsoft/UserLM-8b,
Qwen/Qwen2-7B,mistralai/Mistral-7B-Instruct-v0.2,
Qwen/Qwen2-7B,mistralai/Mistral-7B-Instruct-v0.3,
Qwen/Qwen2-7B,mistralai/Mistral-7B-v0.1,
Qwen/Qwen2-7B,mistralai/Mistral-7B-v0.3,
Qwen/Qwen2-7B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Qwen/Qwen2-7B,nvidia/DLER-R1-1.5B-Research,
Qwen/Qwen2-7B,nvidia/Llama-3.1-8B-Instruct-FP8,
Qwen/Qwen2-7B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Qwen/Qwen2-7B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,12.0
Qwen/Qwen2-7B,nvidia/OpenCodeReasoning-Nemotron-7B,12.0
Qwen/Qwen2-7B,nvidia/OpenMath-Nemotron-1.5B,12.0
Qwen/Qwen2-7B,nvidia/OpenMath2-Llama3.1-8B,
Qwen/Qwen2-7B,nvidia/OpenReasoning-Nemotron-1.5B,11.0
Qwen/Qwen2-7B,tiiuae/Falcon3-1B-Base,
Qwen/Qwen2-7B,tiiuae/Falcon3-1B-Instruct,
Qwen/Qwen2-7B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2-7B,unsloth/Llama-3.1-8B,
Qwen/Qwen2-7B,unsloth/Llama-3.2-1B,
Qwen/Qwen2-7B,unsloth/Llama-3.2-1B-Instruct,
Qwen/Qwen2-7B,unsloth/Llama-3.2-3B-Instruct,
Qwen/Qwen2-7B,unsloth/Meta-Llama-3.1-8B-Instruct,
Qwen/Qwen2-7B,unsloth/Phi-3.5-mini-instruct,
Qwen/Qwen2-7B,unsloth/Qwen2.5-0.5B,12.0
Qwen/Qwen2-7B,unsloth/Qwen2.5-0.5B-Instruct,11.0
Qwen/Qwen2-7B,unsloth/Qwen2.5-1.5B,11.0
Qwen/Qwen2-7B,unsloth/Qwen2.5-1.5B-Instruct,12.0
Qwen/Qwen2-7B,unsloth/Qwen2.5-Math-1.5B,12.0
Qwen/Qwen2-7B,unsloth/Qwen2.5-Math-7B-Instruct,13.0
Qwen/Qwen2-7B,unsloth/Qwen3-1.7B-Base,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-0.5B,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-0.5B-Instruct,11.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-1.5B,11.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-3B,11.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-3B-Instruct,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-7B,11.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-7B-Instruct-1M,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Coder-0.5B,11.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Coder-0.5B-Instruct,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Coder-1.5B,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Coder-1.5B-Instruct,13.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Coder-3B,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,13.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Coder-7B,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Math-1.5B,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,13.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Math-7B,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-Math-7B-Instruct,13.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen3-1.7B,11.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen3-1.7B-Base,12.0
Qwen/Qwen2-7B-Instruct,Qwen/Qwen3-4B,
Qwen/Qwen2-7B-Instruct,Qwen/Qwen3-4B-Base,
Qwen/Qwen2-7B-Instruct,SakanaAI/TinySwallow-1.5B,13.0
Qwen/Qwen2-7B-Instruct,Writer/palmyra-mini,12.0
Qwen/Qwen2-7B-Instruct,acon96/Home-Llama-3.2-3B,
Qwen/Qwen2-7B-Instruct,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen2-7B-Instruct,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen2-7B-Instruct,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen2-7B-Instruct,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen2-7B-Instruct,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen2-7B-Instruct,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen2-7B-Instruct,arcee-ai/Meraj-Mini,13.0
Qwen/Qwen2-7B-Instruct,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen2-7B-Instruct,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,13.0
Qwen/Qwen2-7B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2-7B-Instruct,dnotitia/Smoothie-Qwen3-1.7B,12.0
Qwen/Qwen2-7B-Instruct,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen2-7B-Instruct,google/gemma-2-2b,
Qwen/Qwen2-7B-Instruct,google/gemma-2-2b-it,
Qwen/Qwen2-7B-Instruct,google/gemma-2-2b-jpn-it,
Qwen/Qwen2-7B-Instruct,inference-net/Schematron-3B,
Qwen/Qwen2-7B-Instruct,meta-llama/Llama-3.1-8B,
Qwen/Qwen2-7B-Instruct,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen2-7B-Instruct,meta-llama/Llama-3.2-1B,
Qwen/Qwen2-7B-Instruct,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen2-7B-Instruct,meta-llama/Llama-3.2-3B,
Qwen/Qwen2-7B-Instruct,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen2-7B-Instruct,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen2-7B-Instruct,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen2-7B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen2-7B-Instruct,meta-llama/Meta-Llama-3.2-3B,
Qwen/Qwen2-7B-Instruct,microsoft/Phi-3.5-mini-instruct,
Qwen/Qwen2-7B-Instruct,microsoft/UserLM-8b,
Qwen/Qwen2-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,
Qwen/Qwen2-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,
Qwen/Qwen2-7B-Instruct,mistralai/Mistral-7B-v0.1,
Qwen/Qwen2-7B-Instruct,mistralai/Mistral-7B-v0.3,
Qwen/Qwen2-7B-Instruct,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Qwen/Qwen2-7B-Instruct,nvidia/DLER-R1-1.5B-Research,
Qwen/Qwen2-7B-Instruct,nvidia/Llama-3.1-8B-Instruct-FP8,
Qwen/Qwen2-7B-Instruct,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Qwen/Qwen2-7B-Instruct,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,13.0
Qwen/Qwen2-7B-Instruct,nvidia/OpenCodeReasoning-Nemotron-7B,13.0
Qwen/Qwen2-7B-Instruct,nvidia/OpenMath-Nemotron-1.5B,13.0
Qwen/Qwen2-7B-Instruct,nvidia/OpenMath2-Llama3.1-8B,
Qwen/Qwen2-7B-Instruct,nvidia/OpenReasoning-Nemotron-1.5B,12.0
Qwen/Qwen2-7B-Instruct,tiiuae/Falcon3-1B-Base,
Qwen/Qwen2-7B-Instruct,tiiuae/Falcon3-1B-Instruct,
Qwen/Qwen2-7B-Instruct,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2-7B-Instruct,unsloth/Llama-3.1-8B,
Qwen/Qwen2-7B-Instruct,unsloth/Llama-3.2-1B,
Qwen/Qwen2-7B-Instruct,unsloth/Llama-3.2-1B-Instruct,
Qwen/Qwen2-7B-Instruct,unsloth/Llama-3.2-3B-Instruct,
Qwen/Qwen2-7B-Instruct,unsloth/Meta-Llama-3.1-8B-Instruct,
Qwen/Qwen2-7B-Instruct,unsloth/Phi-3.5-mini-instruct,
Qwen/Qwen2-7B-Instruct,unsloth/Qwen2.5-0.5B,13.0
Qwen/Qwen2-7B-Instruct,unsloth/Qwen2.5-0.5B-Instruct,12.0
Qwen/Qwen2-7B-Instruct,unsloth/Qwen2.5-1.5B,12.0
Qwen/Qwen2-7B-Instruct,unsloth/Qwen2.5-1.5B-Instruct,13.0
Qwen/Qwen2-7B-Instruct,unsloth/Qwen2.5-Math-1.5B,13.0
Qwen/Qwen2-7B-Instruct,unsloth/Qwen2.5-Math-7B-Instruct,14.0
Qwen/Qwen2-7B-Instruct,unsloth/Qwen3-1.7B-Base,13.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,1.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,11.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B-Instruct,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,11.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B-Instruct,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-7B,11.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-7B-Instruct,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-7B-Instruct-1M,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Coder-0.5B,1.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Coder-0.5B-Instruct,2.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Coder-1.5B,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Coder-1.5B-Instruct,13.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Coder-3B,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Coder-3B-Instruct,13.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Coder-7B,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Math-1.5B,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Math-1.5B-Instruct,13.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Math-7B,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Math-7B-Instruct,13.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen3-1.7B,11.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen3-1.7B-Base,12.0
Qwen/Qwen2.5-0.5B,Qwen/Qwen3-4B,
Qwen/Qwen2.5-0.5B,Qwen/Qwen3-4B-Base,
Qwen/Qwen2.5-0.5B,SakanaAI/TinySwallow-1.5B,13.0
Qwen/Qwen2.5-0.5B,Writer/palmyra-mini,12.0
Qwen/Qwen2.5-0.5B,acon96/Home-Llama-3.2-3B,
Qwen/Qwen2.5-0.5B,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen2.5-0.5B,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen2.5-0.5B,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen2.5-0.5B,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen2.5-0.5B,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen2.5-0.5B,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen2.5-0.5B,arcee-ai/Meraj-Mini,13.0
Qwen/Qwen2.5-0.5B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen2.5-0.5B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,13.0
Qwen/Qwen2.5-0.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2.5-0.5B,dnotitia/Smoothie-Qwen3-1.7B,12.0
Qwen/Qwen2.5-0.5B,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen2.5-0.5B,google/gemma-2-2b,
Qwen/Qwen2.5-0.5B,google/gemma-2-2b-it,
Qwen/Qwen2.5-0.5B,google/gemma-2-2b-jpn-it,
Qwen/Qwen2.5-0.5B,inference-net/Schematron-3B,
Qwen/Qwen2.5-0.5B,meta-llama/Llama-3.1-8B,
Qwen/Qwen2.5-0.5B,meta-llama/Llama-3.1-8B-Instruct,
Qwen/Qwen2.5-0.5B,meta-llama/Llama-3.2-1B,
Qwen/Qwen2.5-0.5B,meta-llama/Llama-3.2-1B-Instruct,
Qwen/Qwen2.5-0.5B,meta-llama/Llama-3.2-3B,
Qwen/Qwen2.5-0.5B,meta-llama/Llama-3.2-3B-Instruct,
Qwen/Qwen2.5-0.5B,meta-llama/Llama-Guard-3-8B,
Qwen/Qwen2.5-0.5B,meta-llama/Meta-Llama-3-8B,
Qwen/Qwen2.5-0.5B,meta-llama/Meta-Llama-3-8B-Instruct,
Qwen/Qwen2.5-0.5B,meta-llama/Meta-Llama-3.2-3B,
Qwen/Qwen2.5-0.5B,microsoft/Phi-3.5-mini-instruct,
Qwen/Qwen2.5-0.5B,microsoft/UserLM-8b,
Qwen/Qwen2.5-0.5B,mistralai/Mistral-7B-Instruct-v0.2,
Qwen/Qwen2.5-0.5B,mistralai/Mistral-7B-Instruct-v0.3,
Qwen/Qwen2.5-0.5B,mistralai/Mistral-7B-v0.1,
Qwen/Qwen2.5-0.5B,mistralai/Mistral-7B-v0.3,
Qwen/Qwen2.5-0.5B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Qwen/Qwen2.5-0.5B,nvidia/DLER-R1-1.5B-Research,
Qwen/Qwen2.5-0.5B,nvidia/Llama-3.1-8B-Instruct-FP8,
Qwen/Qwen2.5-0.5B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Qwen/Qwen2.5-0.5B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,13.0
Qwen/Qwen2.5-0.5B,nvidia/OpenCodeReasoning-Nemotron-7B,13.0
Qwen/Qwen2.5-0.5B,nvidia/OpenMath-Nemotron-1.5B,13.0
Qwen/Qwen2.5-0.5B,nvidia/OpenMath2-Llama3.1-8B,
Qwen/Qwen2.5-0.5B,nvidia/OpenReasoning-Nemotron-1.5B,12.0
Qwen/Qwen2.5-0.5B,tiiuae/Falcon3-1B-Base,
Qwen/Qwen2.5-0.5B,tiiuae/Falcon3-1B-Instruct,
Qwen/Qwen2.5-0.5B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2.5-0.5B,unsloth/Llama-3.1-8B,
Qwen/Qwen2.5-0.5B,unsloth/Llama-3.2-1B,
Qwen/Qwen2.5-0.5B,unsloth/Llama-3.2-1B-Instruct,
Qwen/Qwen2.5-0.5B,unsloth/Llama-3.2-3B-Instruct,
Qwen/Qwen2.5-0.5B,unsloth/Meta-Llama-3.1-8B-Instruct,
Qwen/Qwen2.5-0.5B,unsloth/Phi-3.5-mini-instruct,
Qwen/Qwen2.5-0.5B,unsloth/Qwen2.5-0.5B,1.0
Qwen/Qwen2.5-0.5B,unsloth/Qwen2.5-0.5B-Instruct,2.0
Qwen/Qwen2.5-0.5B,unsloth/Qwen2.5-1.5B,12.0
Qwen/Qwen2.5-0.5B,unsloth/Qwen2.5-1.5B-Instruct,13.0
Qwen/Qwen2.5-0.5B,unsloth/Qwen2.5-Math-1.5B,13.0
Qwen/Qwen2.5-0.5B,unsloth/Qwen2.5-Math-7B-Instruct,14.0
Qwen/Qwen2.5-0.5B,unsloth/Qwen3-1.7B-Base,13.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-1.5B,10.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-3B,10.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-3B-Instruct,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-7B,10.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-7B-Instruct,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-7B-Instruct-1M,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Coder-0.5B,2.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Coder-0.5B-Instruct,3.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Coder-1.5B,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Coder-1.5B-Instruct,12.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,12.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Coder-7B,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Math-1.5B,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,12.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Math-7B,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-Math-7B-Instruct,12.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen3-1.7B,10.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen3-1.7B-Base,11.0
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen3-4B,
Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen3-4B-Base,
Qwen/Qwen2.5-0.5B-Instruct,SakanaAI/TinySwallow-1.5B,12.0
Qwen/Qwen2.5-0.5B-Instruct,Writer/palmyra-mini,11.0
Qwen/Qwen2.5-0.5B-Instruct,acon96/Home-Llama-3.2-3B,
Qwen/Qwen2.5-0.5B-Instruct,aisingapore/Llama-SEA-LION-v3-8B,
Qwen/Qwen2.5-0.5B-Instruct,allenai/Llama-3.1-Tulu-3-8B,
Qwen/Qwen2.5-0.5B-Instruct,allenai/Llama-3.1-Tulu-3-8B-DPO,
Qwen/Qwen2.5-0.5B-Instruct,allenai/Llama-3.1-Tulu-3-8B-SFT,
Qwen/Qwen2.5-0.5B-Instruct,allenai/llama-3.1-tulu-2-8b,
Qwen/Qwen2.5-0.5B-Instruct,arcee-ai/Llama-3.1-SuperNova-Lite,
Qwen/Qwen2.5-0.5B-Instruct,arcee-ai/Meraj-Mini,12.0
Qwen/Qwen2.5-0.5B-Instruct,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Qwen/Qwen2.5-0.5B-Instruct,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,12.0
Qwen/Qwen2.5-0.5B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Qwen/Qwen2.5-0.5B-Instruct,dnotitia/Smoothie-Qwen3-1.7B,11.0
Qwen/Qwen2.5-0.5B-Instruct,dphn/Dolphin3.0-Llama3.1-8B,
Qwen/Qwen2.5-0.5B-Instruct,google/gemma-2-2b,
